key,version,date_to,date_from,ano,numero,subempenho,indicador_subempenho,cod_modalidade_empenho,codigo,nome
228,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,300,91,x,0,227,"SEM TIPO INFORMADO"
229,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,301,85,x,0,228,"SEM TIPO INFORMADO"
230,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,301,88,x,0,229,"SEM TIPO INFORMADO"
231,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,301,89,x,0,230,"SEM TIPO INFORMADO"
232,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,301,90,x,0,231,"SEM TIPO INFORMADO"
233,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,301,91,x,0,232,"SEM TIPO INFORMADO"
234,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,302,81,x,0,233,"SEM TIPO INFORMADO"
235,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,302,82,x,0,234,"SEM TIPO INFORMADO"
236,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,302,85,x,0,235,"SEM TIPO INFORMADO"
237,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,302,90,x,0,236,"SEM TIPO INFORMADO"
238,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,303,92,x,0,237,"SEM TIPO INFORMADO"
239,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,307,86,x,0,238,"SEM TIPO INFORMADO"
240,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,307,87,x,0,239,"SEM TIPO INFORMADO"
241,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,307,89,x,0,240,"SEM TIPO INFORMADO"
242,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,308,84,x,0,241,"SEM TIPO INFORMADO"
243,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,308,89,x,0,242,"SEM TIPO INFORMADO"
244,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,310,88,x,0,243,"SEM TIPO INFORMADO"
245,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,310,92,x,0,244,"SEM TIPO INFORMADO"
246,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,311,86,x,0,245,"SEM TIPO INFORMADO"
247,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,311,90,x,0,246,"SEM TIPO INFORMADO"
248,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,312,84,x,0,247,"SEM TIPO INFORMADO"
249,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,312,87,x,0,248,"SEM TIPO INFORMADO"
250,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,312,89,x,0,249,"SEM TIPO INFORMADO"
251,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,312,91,x,0,250,"SEM TIPO INFORMADO"
252,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,312,92,x,0,251,"SEM TIPO INFORMADO"
253,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,314,85,x,0,252,"SEM TIPO INFORMADO"
254,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,314,88,x,0,253,"SEM TIPO INFORMADO"
255,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,316,83,x,0,254,"SEM TIPO INFORMADO"
256,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,316,90,x,0,255,"SEM TIPO INFORMADO"
257,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,322,88,x,0,256,"SEM TIPO INFORMADO"
258,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,334,91,x,0,257,"SEM TIPO INFORMADO"
259,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,335,83,x,0,258,"SEM TIPO INFORMADO"
260,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,335,85,x,0,259,"SEM TIPO INFORMADO"
261,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,335,86,x,0,260,"SEM TIPO INFORMADO"
262,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,336,82,x,0,261,"SEM TIPO INFORMADO"
263,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,336,83,x,0,262,"SEM TIPO INFORMADO"
264,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,336,86,x,0,263,"SEM TIPO INFORMADO"
265,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,336,89,x,0,264,"SEM TIPO INFORMADO"
266,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,81,x,0,265,"SEM TIPO INFORMADO"
267,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,82,x,0,266,"SEM TIPO INFORMADO"
268,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,84,x,0,267,"SEM TIPO INFORMADO"
269,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,85,x,0,268,"SEM TIPO INFORMADO"
270,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,86,x,0,269,"SEM TIPO INFORMADO"
271,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,87,x,0,270,"SEM TIPO INFORMADO"
272,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,337,88,x,0,271,"SEM TIPO INFORMADO"
273,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,338,84,x,0,272,"SEM TIPO INFORMADO"
274,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,338,86,x,0,273,"SEM TIPO INFORMADO"
275,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,338,91,x,0,274,"SEM TIPO INFORMADO"
276,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,339,83,x,0,275,"SEM TIPO INFORMADO"
277,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,339,84,x,0,276,"SEM TIPO INFORMADO"
278,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,340,83,x,0,277,"SEM TIPO INFORMADO"
279,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,340,86,x,0,278,"SEM TIPO INFORMADO"
280,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,341,83,x,0,279,"SEM TIPO INFORMADO"
281,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,341,86,x,0,280,"SEM TIPO INFORMADO"
282,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,341,87,x,0,281,"SEM TIPO INFORMADO"
283,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,342,83,x,0,282,"SEM TIPO INFORMADO"
284,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,342,84,x,0,283,"SEM TIPO INFORMADO"
285,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,346,81,x,0,284,"SEM TIPO INFORMADO"
286,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,346,85,x,0,285,"SEM TIPO INFORMADO"
287,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,346,86,x,0,286,"SEM TIPO INFORMADO"
288,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,346,87,x,0,287,"SEM TIPO INFORMADO"
289,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,346,88,x,0,288,"SEM TIPO INFORMADO"
290,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,347,82,x,0,289,"SEM TIPO INFORMADO"
291,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,347,87,x,0,290,"SEM TIPO INFORMADO"
292,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,348,81,x,0,291,"SEM TIPO INFORMADO"
293,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,348,84,x,0,292,"SEM TIPO INFORMADO"
294,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,349,82,x,0,293,"SEM TIPO INFORMADO"
295,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,349,85,x,0,294,"SEM TIPO INFORMADO"
296,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,349,86,x,0,295,"SEM TIPO INFORMADO"
297,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,349,87,x,0,296,"SEM TIPO INFORMADO"
298,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,350,82,x,0,297,"SEM TIPO INFORMADO"
299,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,350,86,x,0,298,"SEM TIPO INFORMADO"
300,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,350,89,x,0,299,"SEM TIPO INFORMADO"
301,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,350,90,x,0,300,"SEM TIPO INFORMADO"
302,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,353,81,x,0,301,"SEM TIPO INFORMADO"
303,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,353,91,x,0,302,"SEM TIPO INFORMADO"
304,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,81,x,0,303,"SEM TIPO INFORMADO"
305,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,83,x,0,304,"SEM TIPO INFORMADO"
306,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,83,x,0,305,"SEM TIPO INFORMADO"
307,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,83,x,0,306,"SEM TIPO INFORMADO"
308,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,87,x,0,307,"SEM TIPO INFORMADO"
309,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,366,88,x,0,308,"SEM TIPO INFORMADO"
310,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,367,83,x,0,309,"SEM TIPO INFORMADO"
311,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,367,88,x,0,310,"SEM TIPO INFORMADO"
312,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,368,81,x,0,311,"SEM TIPO INFORMADO"
313,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,368,85,x,0,312,"SEM TIPO INFORMADO"
314,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,369,86,x,0,313,"SEM TIPO INFORMADO"
315,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,370,89,x,0,314,"SEM TIPO INFORMADO"
316,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,370,90,x,0,315,"SEM TIPO INFORMADO"
317,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,371,84,x,0,316,"SEM TIPO INFORMADO"
318,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,372,83,x,0,317,"SEM TIPO INFORMADO"
319,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,372,85,x,0,318,"SEM TIPO INFORMADO"
320,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,372,88,x,0,319,"SEM TIPO INFORMADO"
321,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,373,82,x,0,320,"SEM TIPO INFORMADO"
322,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,373,85,x,0,321,"SEM TIPO INFORMADO"
323,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,374,82,x,0,322,"SEM TIPO INFORMADO"
324,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,374,83,x,0,323,"SEM TIPO INFORMADO"
325,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,378,86,x,0,324,"SEM TIPO INFORMADO"
326,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,380,82,x,0,325,"SEM TIPO INFORMADO"
327,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,380,85,x,0,326,"SEM TIPO INFORMADO"
328,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,380,88,x,0,327,"SEM TIPO INFORMADO"
329,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,381,81,x,0,328,"SEM TIPO INFORMADO"
330,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,381,86,x,0,329,"SEM TIPO INFORMADO"
331,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,381,90,x,0,330,"SEM TIPO INFORMADO"
332,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,382,89,x,0,331,"SEM TIPO INFORMADO"
333,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,382,91,x,0,332,"SEM TIPO INFORMADO"
334,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,383,91,x,0,333,"SEM TIPO INFORMADO"
335,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,384,88,x,0,334,"SEM TIPO INFORMADO"
336,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,385,85,x,0,335,"SEM TIPO INFORMADO"
337,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,385,86,x,0,336,"SEM TIPO INFORMADO"
338,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,385,90,x,0,337,"SEM TIPO INFORMADO"
339,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,385,91,x,0,338,"SEM TIPO INFORMADO"
340,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,387,84,x,0,339,"SEM TIPO INFORMADO"
341,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,387,85,x,0,340,"SEM TIPO INFORMADO"
342,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,393,91,x,0,341,"SEM TIPO INFORMADO"
343,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,405,83,x,0,342,"SEM TIPO INFORMADO"
344,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,407,84,x,0,343,"SEM TIPO INFORMADO"
345,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,409,88,x,0,344,"SEM TIPO INFORMADO"
346,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,411,87,x,0,345,"SEM TIPO INFORMADO"
347,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,412,86,x,0,346,"SEM TIPO INFORMADO"
348,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,413,86,x,0,347,"SEM TIPO INFORMADO"
349,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,417,87,x,0,348,"SEM TIPO INFORMADO"
350,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,418,87,x,0,349,"SEM TIPO INFORMADO"
351,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,419,87,x,0,350,"SEM TIPO INFORMADO"
352,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,419,90,x,0,351,"SEM TIPO INFORMADO"
353,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,424,87,x,0,352,"SEM TIPO INFORMADO"
354,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,425,85,x,0,353,"SEM TIPO INFORMADO"
355,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,425,91,x,0,354,"SEM TIPO INFORMADO"
356,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,425,92,x,0,355,"SEM TIPO INFORMADO"
357,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,426,84,x,0,356,"SEM TIPO INFORMADO"
358,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,426,88,x,0,357,"SEM TIPO INFORMADO"
359,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,426,89,x,0,358,"SEM TIPO INFORMADO"
360,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,427,85,x,0,359,"SEM TIPO INFORMADO"
361,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,427,87,x,0,360,"SEM TIPO INFORMADO"
362,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,427,89,x,0,361,"SEM TIPO INFORMADO"
363,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,427,90,x,0,362,"SEM TIPO INFORMADO"
364,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,428,82,x,0,363,"SEM TIPO INFORMADO"
365,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,428,86,x,0,364,"SEM TIPO INFORMADO"
366,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,430,87,x,0,365,"SEM TIPO INFORMADO"
367,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,430,89,x,0,366,"SEM TIPO INFORMADO"
368,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,432,81,x,0,367,"SEM TIPO INFORMADO"
369,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,432,83,x,0,368,"SEM TIPO INFORMADO"
370,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,432,90,x,0,369,"SEM TIPO INFORMADO"
371,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,432,91,x,0,370,"SEM TIPO INFORMADO"
372,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,437,89,x,0,371,"SEM TIPO INFORMADO"
373,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,437,90,x,0,372,"SEM TIPO INFORMADO"
374,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,438,81,x,0,373,"SEM TIPO INFORMADO"
375,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,438,83,x,0,374,"SEM TIPO INFORMADO"
376,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,438,85,x,0,375,"SEM TIPO INFORMADO"
377,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,438,88,x,0,376,"SEM TIPO INFORMADO"
378,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,81,x,0,377,"SEM TIPO INFORMADO"
379,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,85,x,0,378,"SEM TIPO INFORMADO"
380,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,88,x,0,379,"SEM TIPO INFORMADO"
381,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,89,x,0,380,"SEM TIPO INFORMADO"
382,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,90,x,0,381,"SEM TIPO INFORMADO"
383,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,439,91,x,0,382,"SEM TIPO INFORMADO"
384,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,440,84,x,0,383,"SEM TIPO INFORMADO"
385,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,440,91,x,0,384,"SEM TIPO INFORMADO"
386,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,441,82,x,0,385,"SEM TIPO INFORMADO"
387,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,444,81,x,0,386,"SEM TIPO INFORMADO"
388,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,444,84,x,0,387,"SEM TIPO INFORMADO"
389,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,444,92,x,0,388,"SEM TIPO INFORMADO"
390,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,446,83,x,0,389,"SEM TIPO INFORMADO"
391,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,446,84,x,0,390,"SEM TIPO INFORMADO"
392,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,452,87,x,0,391,"SEM TIPO INFORMADO"
393,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,452,92,x,0,392,"SEM TIPO INFORMADO"
394,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,453,81,x,0,393,"SEM TIPO INFORMADO"
395,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,453,88,x,0,394,"SEM TIPO INFORMADO"
396,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,453,91,x,0,395,"SEM TIPO INFORMADO"
397,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,455,83,x,0,396,"SEM TIPO INFORMADO"
398,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,455,84,x,0,397,"SEM TIPO INFORMADO"
399,1,"2038-01-01 03:00:00","1970-01-01 03:00:00",2021,455,85,x,0,398,"SEM TIPO INFORMADO"
